site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
HAKA 13OCT03 2013.7550 56568 1760 4   93.6    459  0.197042   2504056  0.759178  1832  0.680915  0.0000 0.001248 0.001157 0.004975  0.049306 -0.105990  0.030635  22.6344565310 -266.3955329515  1832.68091
HAKA 13OCT04 2013.7577 56569 1760 5   93.6    459  0.197788   2504056  0.758469  1832  0.682302  0.0000 0.001272 0.001205 0.005184  0.079230 -0.090977 -0.008625  22.6344565246 -266.3955329442  1832.68230
HAKA 13OCT05 2013.7604 56570 1760 6   93.6    459  0.196807   2504056  0.761024  1832  0.685598  0.0000 0.001287 0.001168 0.005133  0.026289 -0.150154 -0.025256  22.6344565476 -266.3955329538  1832.68560
HAKA 13OCT06 2013.7632 56571 1761 0   93.6    459  0.196639   2504056  0.760169  1832  0.687404  0.0000 0.001208 0.001084 0.004706  0.040416 -0.115788  0.013138  22.6344565399 -266.3955329554  1832.68740
HAKA 13OCT07 2013.7659 56572 1761 1   93.6    459  0.196840   2504056  0.760251  1832  0.687420  0.0000 0.001239 0.001136 0.004948  0.053074 -0.152680  0.032433  22.6344565407 -266.3955329535  1832.68742
HAKA 13OCT08 2013.7687 56573 1761 2   93.6    459  0.197905   2504056  0.759023  1832  0.682823  0.0000 0.001237 0.001095 0.004820  0.040083 -0.124484 -0.040009  22.6344565296 -266.3955329431  1832.68282
HAKA 13OCT09 2013.7714 56574 1761 3   93.6    459  0.199184   2504056  0.759260  1832  0.672649  0.0000 0.001233 0.001115 0.004877  0.089658 -0.152812 -0.021531  22.6344565317 -266.3955329307  1832.67265
HAKA 13OCT10 2013.7741 56575 1761 4   93.6    459  0.194410   2504056  0.763651  1832  0.682816  0.0000 0.001217 0.001091 0.004768  0.023652 -0.115848 -0.014400  22.6344565714 -266.3955329771  1832.68282
HAKA 13OCT11 2013.7769 56576 1761 5   93.6    459  0.199021   2504056  0.758675  1832  0.681235  0.0000 0.001215 0.001143 0.004885  0.048173 -0.149263  0.010191  22.6344565264 -266.3955329322  1832.68124
HAKA 13OCT12 2013.7796 56577 1761 6   93.6    459  0.197114   2504056  0.761532  1832  0.686326  0.0000 0.001191 0.001096 0.004714  0.045181 -0.138264  0.011682  22.6344565522 -266.3955329508  1832.68633
HAKA 13OCT13 2013.7823 56578 1762 0   93.6    459  0.196999   2504056  0.759143  1832  0.689500  0.0000 0.001238 0.001149 0.004975  0.058601 -0.164438 -0.003519  22.6344565307 -266.3955329519  1832.68950
HAKA 13OCT14 2013.7851 56579 1762 1   93.6    459  0.198602   2504056  0.759273  1832  0.689107  0.0000 0.001218 0.001090 0.004735  0.049122 -0.109060  0.018229  22.6344565318 -266.3955329363  1832.68911
HAKA 13OCT15 2013.7878 56580 1762 2   93.6    459  0.197694   2504056  0.760086  1832  0.693058  0.0000 0.001239 0.001106 0.004863  0.040606 -0.109350 -0.009235  22.6344565392 -266.3955329452  1832.69306
HAKA 13OCT16 2013.7906 56581 1762 3   93.6    459  0.199266   2504056  0.758376  1832  0.680862  0.0000 0.001195 0.001097 0.004726  0.040810 -0.121129  0.014045  22.6344565237 -266.3955329299  1832.68086
HAKA 13OCT17 2013.7933 56582 1762 4   93.6    459  0.199769   2504056  0.758500  1832  0.689191  0.0000 0.001261 0.001126 0.004995  0.066313 -0.149065 -0.017297  22.6344565248 -266.3955329250  1832.68919
HAKA 13OCT18 2013.7960 56583 1762 5   93.6    459  0.198327   2504056  0.758986  1832  0.687516  0.0000 0.001262 0.001114 0.004983  0.058222 -0.147293 -0.014118  22.6344565292 -266.3955329390  1832.68752
HAKA 13OCT19 2013.7988 56584 1762 6   93.6    459  0.195626   2504056  0.761487  1832  0.680490  0.0000 0.001310 0.001161 0.005247  0.053325 -0.093391  0.021498  22.6344565518 -266.3955329653  1832.68049
HAKA 13OCT20 2013.8015 56585 1763 0   93.6    459  0.198274   2504056  0.761077  1832  0.694675  0.0000 0.001279 0.001171 0.005172  0.013312 -0.151225  0.042566  22.6344565481 -266.3955329395  1832.69468
HAKA 13OCT21 2013.8042 56586 1763 1   93.6    459  0.198409   2504056  0.759673  1832  0.682634  0.0000 0.001261 0.001155 0.005016  0.007307 -0.158947  0.027987  22.6344565354 -266.3955329382  1832.68263
HAKA 13OCT22 2013.8070 56587 1763 2   93.6    459  0.196754   2504056  0.759119  1832  0.682912  0.0000 0.001230 0.001118 0.004945  0.075593 -0.181500 -0.010727  22.6344565304 -266.3955329543  1832.68291
HAKA 13OCT23 2013.8097 56588 1763 3   93.6    459  0.197243   2504056  0.761259  1832  0.691094  0.0000 0.001239 0.001134 0.004966  0.075321 -0.167072  0.003750  22.6344565498 -266.3955329495  1832.69109
HAKA 13OCT24 2013.8125 56589 1763 4   93.6    459  0.195332   2504056  0.760296  1832  0.686274  0.0000 0.001238 0.001123 0.004911  0.063470 -0.149508  0.020820  22.6344565411 -266.3955329681  1832.68627
HAKA 13OCT25 2013.8152 56590 1763 5   93.6    459  0.199346   2504056  0.758065  1832  0.682078  0.0000 0.001232 0.001115 0.004852  0.067909 -0.145721  0.016223  22.6344565209 -266.3955329291  1832.68208
HAKA 13OCT26 2013.8179 56591 1763 6   93.6    459  0.198520   2504056  0.757972  1832  0.676790  0.0000 0.001269 0.001176 0.005145  0.060127 -0.153467  0.040702  22.6344565201 -266.3955329371  1832.67679
HAKA 13OCT27 2013.8207 56592 1764 0   93.6    459  0.199198   2504056  0.760126  1832  0.685261  0.0000 0.001321 0.001195 0.005499  0.077534 -0.148536  0.061000  22.6344565395 -266.3955329305  1832.68526
HAKA 13OCT28 2013.8234 56593 1764 1   93.6    459  0.199536   2504056  0.760934  1832  0.686143  0.0000 0.001261 0.001154 0.005037  0.080974 -0.154064 -0.001003  22.6344565468 -266.3955329272  1832.68614
HAKA 13OCT29 2013.8261 56594 1764 2   93.6    459  0.194946   2504056  0.758422  1832  0.685384  0.0000 0.001302 0.001162 0.005167  0.074667 -0.148701 -0.030706  22.6344565241 -266.3955329719  1832.68538
HAKA 13OCT30 2013.8289 56595 1764 3   93.6    459  0.197270   2504056  0.759981  1832  0.685146  0.0000 0.001218 0.001095 0.004727  0.033961 -0.140753 -0.011735  22.6344565382 -266.3955329493  1832.68515
HAKA 13OCT31 2013.8316 56596 1764 4   93.6    459  0.198876   2504056  0.760045  1832  0.686827  0.0000 0.001245 0.001133 0.004995  0.061910 -0.155480  0.036282  22.6344565388 -266.3955329337  1832.68683
HAKA 13NOV01 2013.8344 56597 1764 5   93.6    459  0.198652   2504056  0.761834  1832  0.688442  0.0000 0.001320 0.001129 0.004896  0.062666 -0.133536 -0.002056  22.6344565550 -266.3955329358  1832.68844
HAKA 13NOV02 2013.8371 56598 1764 6   93.6    459  0.198232   2504056  0.760455  1832  0.688191  0.0000 0.001320 0.001129 0.005023  0.085200 -0.167697 -0.031106  22.6344565425 -266.3955329399  1832.68819
HAKA 13NOV03 2013.8398 56599 1765 0   93.6    459  0.195879   2504056  0.762652  1832  0.685533  0.0000 0.001316 0.001146 0.005042  0.036201 -0.154118  0.019158  22.6344565623 -266.3955329628  1832.68553
HAKA 13NOV04 2013.8426 56600 1765 1   93.6    459  0.198268   2504056  0.760562  1832  0.681492  0.0000 0.001256 0.001147 0.004987  0.023110 -0.172946 -0.002582  22.6344565435 -266.3955329396  1832.68149
HAKA 13NOV05 2013.8453 56601 1765 2   93.6    459  0.197936   2504056  0.762463  1832  0.677649  0.0000 0.001221 0.001114 0.004796  0.048560 -0.123711 -0.014369  22.6344565606 -266.3955329428  1832.67765
HAKA 13NOV06 2013.8480 56602 1765 3   93.6    459  0.198487   2504056  0.761067  1832  0.680564  0.0000 0.001232 0.001124 0.004885  0.056223 -0.132124  0.014978  22.6344565480 -266.3955329374  1832.68056
HAKA 13NOV07 2013.8508 56603 1765 4   93.6    459  0.199355   2504056  0.762513  1832  0.683594  0.0000 0.001228 0.001104 0.004843  0.039137 -0.158906 -0.011016  22.6344565611 -266.3955329290  1832.68359
HAKA 13NOV08 2013.8535 56604 1765 5   93.6    459  0.199096   2504056  0.763929  1832  0.682825  0.0000 0.001220 0.001103 0.004859  0.055381 -0.131183  0.018363  22.6344565739 -266.3955329315  1832.68282
HAKA 13NOV09 2013.8563 56605 1765 6   93.6    459  0.197298   2504056  0.764136  1832  0.693103  0.0000 0.001220 0.001129 0.004914  0.021860 -0.146730  0.054164  22.6344565757 -266.3955329490  1832.69310
HAKA 13NOV10 2013.8590 56606 1766 0   93.6    459  0.198457   2504056  0.763939  1832  0.689835  0.0000 0.001214 0.001108 0.004795  0.046444 -0.148175  0.003151  22.6344565740 -266.3955329377  1832.68984
HAKA 13NOV11 2013.8617 56607 1766 1   93.6    459  0.199765   2504056  0.763378  1832  0.689223  0.0000 0.001213 0.001122 0.004825  0.017560 -0.139975  0.026712  22.6344565689 -266.3955329250  1832.68922
HAKA 13NOV12 2013.8645 56608 1766 2   93.6    459  0.201002   2504056  0.762018  1832  0.683550  0.0000 0.001233 0.001118 0.004845  0.045776 -0.148477 -0.011463  22.6344565566 -266.3955329130  1832.68355
HAKA 13NOV13 2013.8672 56609 1766 3   93.6    459  0.198692   2504056  0.762235  1832  0.688723  0.0000 0.001208 0.001116 0.004817  0.053951 -0.138675  0.016440  22.6344565586 -266.3955329354  1832.68872
HAKA 13NOV14 2013.8700 56610 1766 4   93.6    459  0.197861   2504056  0.762812  1832  0.692326  0.0000 0.001197 0.001112 0.004789  0.046433 -0.136323  0.024030  22.6344565638 -266.3955329435  1832.69233
HAKA 13NOV15 2013.8727 56611 1766 5   93.6    459  0.197476   2504056  0.763374  1832  0.686706  0.0000 0.001203 0.001098 0.004763  0.023529 -0.144866  0.010111  22.6344565689 -266.3955329473  1832.68671
HAKA 13NOV16 2013.8754 56612 1766 6   93.6    459  0.198835   2504056  0.762211  1832  0.686703  0.0000 0.001215 0.001119 0.004783  0.049873 -0.108029  0.054088  22.6344565584 -266.3955329340  1832.68670
HAKA 13NOV17 2013.8782 56613 1767 0   93.6    459  0.200071   2504056  0.762050  1832  0.689621  0.0000 0.001251 0.001134 0.005125  0.038611 -0.173209  0.010451  22.6344565569 -266.3955329220  1832.68962
HAKA 13NOV18 2013.8809 56614 1767 1   93.6    459  0.198320   2504056  0.761785  1832  0.681709  0.0000 0.001272 0.001129 0.005036  0.046103 -0.111570  0.052469  22.6344565545 -266.3955329391  1832.68171
HAKA 13NOV19 2013.8836 56615 1767 2   93.6    459  0.200466   2504056  0.761001  1832  0.692588  0.0000 0.001254 0.001121 0.004888  0.047068 -0.144868  0.042451  22.6344565474 -266.3955329182  1832.69259
HAKA 13NOV20 2013.8864 56616 1767 3   93.6    459  0.200293   2504056  0.761242  1832  0.691460  0.0000 0.001222 0.001112 0.004791  0.034957 -0.141570  0.016216  22.6344565496 -266.3955329199  1832.69146
HAKA 13NOV21 2013.8891 56617 1767 4   93.6    459  0.198980   2504056  0.762278  1832  0.691840  0.0000 0.001229 0.001110 0.004807  0.041325 -0.123589 -0.003365  22.6344565590 -266.3955329326  1832.69184
HAKA 13NOV22 2013.8919 56618 1767 5   93.6    459  0.201523   2504056  0.761632  1832  0.688005  0.0000 0.001226 0.001125 0.004874  0.033102 -0.133850  0.053871  22.6344565531 -266.3955329079  1832.68800
HAKA 13NOV23 2013.8946 56619 1767 6   93.6    459  0.199971   2504056  0.763129  1832  0.699315  0.0000 0.001234 0.001095 0.004819  0.049194 -0.165315 -0.016193  22.6344565666 -266.3955329230  1832.69932
HAKA 13NOV24 2013.8973 56620 1768 0   93.6    459  0.198428   2504056  0.763189  1832  0.690250  0.0000 0.001247 0.001093 0.004836  0.066230 -0.158022 -0.005814  22.6344565672 -266.3955329380  1832.69025
HAKA 13NOV25 2013.9001 56621 1768 1   93.6    459  0.199274   2504056  0.762731  1832  0.694633  0.0000 0.001230 0.001109 0.004858  0.056280 -0.158364 -0.002549  22.6344565631 -266.3955329298  1832.69463
HAKA 13NOV26 2013.9028 56622 1768 2   93.6    459  0.202601   2504056  0.765052  1832  0.692410  0.0000 0.001245 0.001134 0.005072  0.037220 -0.188395  0.064574  22.6344565840 -266.3955328974  1832.69241
HAKA 13NOV27 2013.9055 56623 1768 3   93.6    459  0.201771   2504056  0.762188  1832  0.702137  0.0000 0.001234 0.001095 0.004779  0.051646 -0.152695 -0.043232  22.6344565582 -266.3955329055  1832.70214
HAKA 13NOV28 2013.9083 56624 1768 4   93.6    459  0.203424   2504056  0.762534  1832  0.699750  0.0000 0.001254 0.001125 0.004911  0.035947 -0.150340 -0.008398  22.6344565613 -266.3955328894  1832.69975
HAKA 13NOV29 2013.9110 56625 1768 5   93.6    459  0.202780   2504056  0.758961  1832  0.702001  0.0000 0.001241 0.001142 0.004932  0.055210 -0.135698  0.046854  22.6344565290 -266.3955328957  1832.70200
HAKA 13NOV30 2013.9138 56626 1768 6   93.6    459  0.201209   2504056  0.761786  1832  0.692793  0.0000 0.001229 0.001106 0.004852  0.062045 -0.149306  0.025867  22.6344565545 -266.3955329110  1832.69279
HAKA 13DEC01 2013.9165 56627 1769 0   93.6    459  0.201543   2504056  0.761853  1832  0.681848  0.0000 0.001246 0.001098 0.004891  0.063033 -0.181002 -0.067551  22.6344565551 -266.3955329077  1832.68185
HAKA 13DEC02 2013.9192 56628 1769 1   93.6    459  0.201971   2504056  0.762565  1832  0.688467  0.0000 0.001228 0.001090 0.004827  0.060665 -0.165183 -0.006619  22.6344565616 -266.3955329035  1832.68847
HAKA 13DEC03 2013.9220 56629 1769 2   93.6    459  0.201743   2504056  0.761200  1832  0.695974  0.0000 0.001233 0.001100 0.004827  0.057105 -0.164535 -0.027000  22.6344565492 -266.3955329058  1832.69597
HAKA 13DEC04 2013.9247 56630 1769 3   93.6    459  0.200015   2504056  0.762584  1832  0.698679  0.0000 0.001222 0.001106 0.004873  0.048687 -0.177567  0.006323  22.6344565617 -266.3955329226  1832.69868
HAKA 13DEC05 2013.9274 56631 1769 4   93.6    459  0.201386   2504056  0.763082  1832  0.695965  0.0000 0.001235 0.001110 0.004882  0.063950 -0.173496 -0.016348  22.6344565662 -266.3955329092  1832.69597
HAKA 13DEC06 2013.9302 56632 1769 5   93.6    459  0.202309   2504056  0.761683  1832  0.691139  0.0000 0.001229 0.001120 0.004850  0.063210 -0.137822  0.012862  22.6344565536 -266.3955329003  1832.69114
HAKA 13DEC07 2013.9329 56633 1769 6   93.6    459  0.200941   2504056  0.762639  1832  0.698879  0.0000 0.001247 0.001120 0.004888  0.071655 -0.146939 -0.015024  22.6344565622 -266.3955329136  1832.69888
HAKA 13DEC08 2013.9357 56634 1770 0   93.6    459  0.201217   2504056  0.763958  1832  0.698322  0.0000 0.001229 0.001101 0.004883  0.061437 -0.161436  0.024715  22.6344565741 -266.3955329109  1832.69832
HAKA 13DEC09 2013.9384 56635 1770 1   93.6    459  0.200651   2504056  0.762800  1832  0.704642  0.0000 0.001263 0.001141 0.005011  0.060209 -0.147602 -0.001100  22.6344565637 -266.3955329164  1832.70464
HAKA 13DEC10 2013.9411 56636 1770 2   93.6    459  0.202611   2504056  0.762988  1832  0.696583  0.0000 0.001220 0.001101 0.004838  0.045778 -0.154548  0.019553  22.6344565654 -266.3955328973  1832.69658
HAKA 13DEC11 2013.9439 56637 1770 3   93.6    459  0.201085   2504056  0.765324  1832  0.707335  0.0000 0.001231 0.001127 0.004899  0.056795 -0.160137  0.005467  22.6344565865 -266.3955329122  1832.70734
HAKA 13DEC12 2013.9466 56638 1770 4   93.6    459  0.201691   2504056  0.767759  1832  0.705381  0.0000 0.001232 0.001131 0.004949  0.036849 -0.160377  0.070900  22.6344566085 -266.3955329063  1832.70538
HAKA 13DEC13 2013.9493 56639 1770 5   93.6    459  0.202385   2504056  0.765437  1832  0.698313  0.0000 0.001236 0.001126 0.004939  0.055757 -0.157423  0.028481  22.6344565875 -266.3955328995  1832.69831
HAKA 13DEC14 2013.9521 56640 1770 6   93.6    459  0.202515   2504056  0.765740  1832  0.694439  0.0000 0.001259 0.001141 0.005000  0.040641 -0.153235  0.010254  22.6344565902 -266.3955328982  1832.69444
HAKA 13DEC15 2013.9548 56641 1771 0   93.6    459  0.203181   2504056  0.764829  1832  0.698089  0.0000 0.001239 0.001123 0.004876  0.036352 -0.146472 -0.001802  22.6344565820 -266.3955328918  1832.69809
HAKA 13DEC16 2013.9576 56642 1771 1   93.6    459  0.203141   2504056  0.764459  1832  0.697946  0.0000 0.001242 0.001116 0.004946  0.078707 -0.188213  0.003698  22.6344565787 -266.3955328922  1832.69795
HAKA 13DEC17 2013.9603 56643 1771 2   93.6    459  0.203900   2504056  0.763941  1832  0.704162  0.0000 0.001243 0.001142 0.004931  0.044608 -0.121773  0.023256  22.6344565740 -266.3955328848  1832.70416
HAKA 13DEC18 2013.9630 56644 1771 3   93.6    459  0.202745   2504056  0.765738  1832  0.699909  0.0000 0.001247 0.001127 0.004970  0.061212 -0.149967  0.022102  22.6344565902 -266.3955328960  1832.69991
HAKA 13DEC19 2013.9658 56645 1771 4   93.6    459  0.204623   2504056  0.762608  1832  0.701307  0.0000 0.001250 0.001140 0.005002  0.048734 -0.149696  0.043017  22.6344565619 -266.3955328777  1832.70131
HAKA 13DEC20 2013.9685 56646 1771 5   93.6    459  0.203409   2504056  0.766750  1832  0.693215  0.0000 0.001247 0.001129 0.004982  0.052185 -0.173756  0.048858  22.6344565994 -266.3955328895  1832.69321
HAKA 13DEC21 2013.9713 56647 1771 6   93.6    459  0.203880   2504056  0.768215  1832  0.690483  0.0000 0.001303 0.001157 0.005257  0.113624 -0.231357 -0.056436  22.6344566126 -266.3955328850  1832.69048
HAKA 13DEC22 2013.9740 56648 1772 0   93.6    459  0.203060   2504056  0.767790  1832  0.685843  0.0000 0.001261 0.001155 0.005070  0.061494 -0.183694  0.048332  22.6344566087 -266.3955328929  1832.68584
HAKA 13DEC23 2013.9767 56649 1772 1   93.6    459  0.202834   2504056  0.766509  1832  0.688701  0.0000 0.001275 0.001171 0.005164  0.067687 -0.180794  0.001144  22.6344565972 -266.3955328951  1832.68870
HAKA 13DEC24 2013.9795 56650 1772 2   93.6    459  0.204241   2504056  0.764558  1832  0.693790  0.0000 0.001263 0.001152 0.005068  0.106043 -0.214548 -0.041544  22.6344565796 -266.3955328815  1832.69379
HAKA 13DEC25 2013.9822 56651 1772 3   93.6    459  0.205437   2504056  0.766101  1832  0.695132  0.0000 0.001256 0.001128 0.004974  0.080203 -0.188874 -0.022154  22.6344565935 -266.3955328698  1832.69513
HAKA 13DEC26 2013.9849 56652 1772 4   93.6    459  0.206031   2504056  0.762792  1832  0.699176  0.0000 0.001245 0.001128 0.004979  0.054741 -0.182404  0.035352  22.6344565636 -266.3955328640  1832.69918
HAKA 13DEC27 2013.9877 56653 1772 5   93.6    459  0.205478   2504056  0.763177  1832  0.699503  0.0000 0.001231 0.001128 0.004932  0.054170 -0.187977  0.002558  22.6344565671 -266.3955328694  1832.69950
HAKA 13DEC28 2013.9904 56654 1772 6   93.6    459  0.203725   2504056  0.764648  1832  0.698856  0.0000 0.001217 0.001121 0.004842  0.058769 -0.157516  0.013792  22.6344565804 -266.3955328865  1832.69886
HAKA 13DEC29 2013.9932 56655 1773 0   93.6    459  0.204800   2504056  0.765940  1832  0.696795  0.0000 0.001272 0.001214 0.005170  0.036987 -0.160257  0.096125  22.6344565920 -266.3955328760  1832.69679
HAKA 13DEC30 2013.9959 56656 1773 1   93.6    459  0.204538   2504056  0.764584  1832  0.692219  0.0000 0.001258 0.001143 0.005042  0.082647 -0.210228 -0.018560  22.6344565798 -266.3955328786  1832.69222
HAKA 13DEC31 2013.9986 56657 1773 2   93.6    459  0.205710   2504056  0.766737  1832  0.694036  0.0000 0.001259 0.001171 0.005079  0.115552 -0.210429 -0.036808  22.6344565992 -266.3955328672  1832.69404
HAKA 14JAN01 2014.0014 56658 1773 3   93.6    459  0.204763   2504056  0.768011  1832  0.700634  0.0000 0.001254 0.001144 0.005050  0.097395 -0.221801 -0.045986  22.6344566107 -266.3955328764  1832.70063
HAKA 14JAN02 2014.0041 56659 1773 4   93.6    459  0.203463   2504056  0.765803  1832  0.703222  0.0000 0.001259 0.001160 0.005088  0.094482 -0.235147 -0.032384  22.6344565908 -266.3955328890  1832.70322
HAKA 14JAN03 2014.0068 56660 1773 5   93.6    459  0.206691   2504056  0.765575  1832  0.698156  0.0000 0.001214 0.001115 0.004827  0.066436 -0.171951  0.009355  22.6344565887 -266.3955328576  1832.69816
HAKA 14JAN04 2014.0096 56661 1773 6   93.6    459  0.207914   2504056  0.767008  1832  0.703490  0.0000 0.001276 0.001171 0.005201  0.124686 -0.252782 -0.082230  22.6344566017 -266.3955328457  1832.70349
HAKA 14JAN05 2014.0123 56662 1774 0   93.6    459  0.210405   2504056  0.765867  1832  0.694071  0.0000 0.001245 0.001132 0.004949  0.100202 -0.207741 -0.062233  22.6344565914 -266.3955328215  1832.69407
HAKA 14JAN06 2014.0151 56663 1774 1   93.6    459  0.206906   2504056  0.767855  1832  0.700239  0.0000 0.001261 0.001163 0.005142  0.111381 -0.236085 -0.042423  22.6344566093 -266.3955328555  1832.70024
HAKA 14JAN07 2014.0178 56664 1774 2   93.6    459  0.208009   2504056  0.766453  1832  0.699608  0.0000 0.001264 0.001173 0.005192  0.097920 -0.209103 -0.007944  22.6344565967 -266.3955328448  1832.69961
HAKA 14JAN08 2014.0205 56665 1774 3   93.6    459  0.207202   2504056  0.765362  1832  0.696908  0.0000 0.001254 0.001158 0.005085  0.083129 -0.210570 -0.023502  22.6344565868 -266.3955328527  1832.69691
HAKA 14JAN09 2014.0233 56666 1774 4   93.6    459  0.207764   2504056  0.766621  1832  0.694599  0.0000 0.001317 0.001214 0.005306  0.158304 -0.262292 -0.065686  22.6344565982 -266.3955328472  1832.69460
HAKA 14JAN10 2014.0260 56667 1774 5   93.6    459  0.207298   2504056  0.766229  1832  0.700148  0.0000 0.001307 0.001243 0.005248  0.157164 -0.243727 -0.055425  22.6344565946 -266.3955328517  1832.70015
HAKA 14JAN11 2014.0287 56668 1774 6   93.6    459  0.208078   2504056  0.767156  1832  0.699845  0.0000 0.001256 0.001130 0.005061  0.119092 -0.250469 -0.075542  22.6344566030 -266.3955328441  1832.69985
HAKA 14JAN12 2014.0315 56669 1775 0   93.6    459  0.206696   2504056  0.766710  1832  0.692680  0.0000 0.001264 0.001178 0.005199  0.098649 -0.236370 -0.012107  22.6344565990 -266.3955328576  1832.69268
HAKA 14JAN13 2014.0342 56670 1775 1   93.6    459  0.207951   2504056  0.767753  1832  0.690459  0.0000 0.001240 0.001139 0.005011  0.095357 -0.225408 -0.007350  22.6344566084 -266.3955328454  1832.69046
HAKA 14JAN14 2014.0370 56671 1775 2   93.6    459  0.209988   2504056  0.767408  1832  0.684388  0.0000 0.001255 0.001156 0.005094  0.093105 -0.202677  0.003070  22.6344566053 -266.3955328255  1832.68439
HAKA 14JAN15 2014.0397 56672 1775 3   93.6    459  0.208783   2504056  0.765827  1832  0.681110  0.0000 0.001282 0.001143 0.005098  0.083069 -0.168049 -0.046870  22.6344565910 -266.3955328373  1832.68111
HAKA 14JAN16 2014.0424 56673 1775 4   93.6    459  0.209089   2504056  0.767477  1832  0.684473  0.0000 0.001270 0.001189 0.005303  0.055493 -0.159008 -0.053235  22.6344566059 -266.3955328343  1832.68447
HAKA 14JAN17 2014.0452 56674 1775 5   93.6    459  0.209091   2504056  0.767991  1832  0.695298  0.0000 0.001245 0.001180 0.005239  0.040920 -0.149191  0.042046  22.6344566106 -266.3955328343  1832.69530
HAKA 14JAN18 2014.0479 56675 1775 6   93.6    459  0.207539   2504056  0.765547  1832  0.687926  0.0000 0.001255 0.001153 0.005148  0.071591 -0.215177  0.023305  22.6344565885 -266.3955328494  1832.68793
HAKA 14JAN19 2014.0507 56676 1776 0   93.6    459  0.208259   2504056  0.765195  1832  0.690106  0.0000 0.001261 0.001141 0.005052  0.057302 -0.132603  0.034946  22.6344565853 -266.3955328424  1832.69011
HAKA 14JAN20 2014.0534 56677 1776 1   93.6    459  0.207087   2504056  0.764123  1832  0.692946  0.0000 0.001272 0.001136 0.005000  0.051037 -0.180003 -0.006855  22.6344565756 -266.3955328538  1832.69295
HAKA 14JAN21 2014.0561 56678 1776 2   93.6    459  0.207814   2504056  0.765557  1832  0.693970  0.0000 0.001233 0.001109 0.004811  0.065776 -0.162229 -0.014389  22.6344565886 -266.3955328467  1832.69397
HAKA 14JAN22 2014.0589 56679 1776 3   93.6    459  0.207223   2504056  0.765582  1832  0.699225  0.0000 0.001247 0.001135 0.005043  0.067278 -0.203512 -0.017249  22.6344565888 -266.3955328524  1832.69922
HAKA 14JAN23 2014.0616 56680 1776 4   93.6    459  0.206498   2504056  0.764988  1832  0.693099  0.0000 0.001233 0.001145 0.004991  0.049127 -0.168498  0.022006  22.6344565834 -266.3955328595  1832.69310
HAKA 14JAN24 2014.0643 56681 1776 5   93.6    459  0.207573   2504056  0.768907  1832  0.702733  0.0000 0.001308 0.001221 0.005253  0.069585 -0.200482  0.012258  22.6344566188 -266.3955328490  1832.70273
HAKA 14JAN25 2014.0671 56682 1776 6   93.6    459  0.206805   2504056  0.769270  1832  0.697595  0.0000 0.001306 0.001247 0.005241  0.097366 -0.179693  0.030855  22.6344566221 -266.3955328565  1832.69759
HAKA 14JAN26 2014.0698 56683 1777 0   93.6    459  0.204579   2504056  0.766459  1832  0.691070  0.0000 0.001253 0.001197 0.005272  0.070558 -0.189044  0.059115  22.6344565967 -266.3955328782  1832.69107
HAKA 14JAN27 2014.0726 56684 1777 1   93.6    459  0.209445   2504056  0.766717  1832  0.705657  0.0000 0.001262 0.001222 0.005182  0.051651 -0.159069  0.072969  22.6344565991 -266.3955328308  1832.70566
HAKA 14JAN28 2014.0753 56685 1777 2   93.6    459  0.207489   2504056  0.765985  1832  0.701183  0.0000 0.001208 0.001139 0.004903  0.056658 -0.159427  0.048747  22.6344565924 -266.3955328499  1832.70118
HAKA 14JAN29 2014.0780 56686 1777 3   93.6    459  0.206674   2504056  0.766398  1832  0.694888  0.0000 0.001272 0.001207 0.005263  0.077349 -0.121125  0.077047  22.6344565962 -266.3955328578  1832.69489
HAKA 14JAN30 2014.0808 56687 1777 4   93.6    459  0.208161   2504056  0.765902  1832  0.701041  0.0000 0.001269 0.001147 0.005088  0.064067 -0.140078 -0.006758  22.6344565917 -266.3955328433  1832.70104
HAKA 14JAN31 2014.0835 56688 1777 5   93.6    459  0.204066   2504056  0.766847  1832  0.688725  0.0000 0.001246 0.001149 0.005057  0.051287 -0.179533  0.018179  22.6344566002 -266.3955328832  1832.68873
HAKA 14FEB01 2014.0862 56689 1777 6   93.6    459  0.205955   2504056  0.768435  1832  0.698892  0.0000 0.001275 0.001194 0.005298  0.081469 -0.204844  0.040357  22.6344566146 -266.3955328648  1832.69889
HAKA 14FEB02 2014.0890 56690 1778 0   93.6    459  0.206958   2504056  0.768657  1832  0.702178  0.0000 0.001234 0.001198 0.005088  0.040723 -0.171918  0.081390  22.6344566166 -266.3955328550  1832.70218
HAKA 14FEB03 2014.0917 56691 1778 1   93.6    459  0.207277   2504056  0.769105  1832  0.709608  0.0000 0.001267 0.001207 0.005258  0.045409 -0.200265  0.006376  22.6344566206 -266.3955328519  1832.70961
HAKA 14FEB04 2014.0945 56692 1778 2   93.6    459  0.208713   2504056  0.768773  1832  0.708022  0.0000 0.001214 0.001122 0.004903  0.055383 -0.176138  0.037008  22.6344566176 -266.3955328380  1832.70802
