site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
CHIT 09APR23 2009.3087 54944 1528 4   91.8  -1080  0.010821   2485326  0.366370   -26 -0.041248  0.0000 0.001448 0.001264 0.006773  0.096277  0.010078 -0.114729  22.4653146629 -268.2104932899   -26.04125
CHIT 09JUL30 2009.5770 55042 1542 4   91.8  -1080  0.023156   2485326  0.375285   -26 -0.087288  0.0000 0.001199 0.001038 0.006021  0.065880  0.021784 -0.378002  22.4653147434 -268.2104931701   -26.08729
CHIT 09JUL31 2009.5797 55043 1542 5   91.8  -1080  0.021950   2485326  0.375218   -26 -0.074246  0.0000 0.001151 0.001026 0.005716  0.108796 -0.028499 -0.345351  22.4653147428 -268.2104931818   -26.07425
CHIT 09AUG01 2009.5825 55044 1542 6   91.8  -1080  0.026730   2485326  0.378277   -26 -0.073787  0.0000 0.001329 0.001182 0.006858  0.045868  0.104357 -0.445071  22.4653147704 -268.2104931354   -26.07379
CHIT 09AUG02 2009.5852 55045 1543 0   91.8  -1080  0.027345   2485326  0.373641   -26 -0.066827  0.0000 0.001547 0.001271 0.007523  0.112004 -0.003334 -0.433880  22.4653147286 -268.2104931294   -26.06683
CHIT 09AUG03 2009.5880 55046 1543 1   91.8  -1080  0.026332   2485326  0.379146   -26 -0.065895  0.0000 0.001171 0.001038 0.005659  0.104495 -0.030431 -0.327743  22.4653147783 -268.2104931392   -26.06590
CHIT 09AUG04 2009.5907 55047 1543 2   91.8  -1080  0.022562   2485326  0.379612   -26 -0.079797  0.0000 0.001243 0.001086 0.006002  0.019278 -0.020616 -0.307019  22.4653147825 -268.2104931759   -26.07980
CHIT 09AUG07 2009.5989 55050 1543 5   91.8  -1080  0.025385   2485326  0.376298   -26 -0.072703  0.0000 0.001405 0.001325 0.007378  0.105158  0.030335 -0.361540  22.4653147525 -268.2104931484   -26.07270
CHIT 09AUG08 2009.6016 55051 1543 6   91.8  -1080  0.020237   2485326  0.374476   -26 -0.065586  0.0000 0.001523 0.001362 0.007677  0.150948  0.002912 -0.258790  22.4653147361 -268.2104931985   -26.06559
CHIT 09AUG09 2009.6044 55052 1544 0   91.8  -1080  0.024807   2485326  0.379730   -26 -0.093403  0.0000 0.002828 0.002468 0.012976  0.103577  0.020551 -0.228270  22.4653147835 -268.2104931541   -26.09340
CHIT 09AUG22 2009.6400 55065 1545 6   91.8  -1080  0.026828   2485326  0.379765   -26 -0.098627  0.0000 0.001422 0.001361 0.007713  0.014522 -0.048858 -0.361205  22.4653147839 -268.2104931344   -26.09863
CHIT 09SEP06 2009.6810 55080 1548 0   91.8  -1080  0.027707   2485326  0.380633   -26 -0.091104  0.0000 0.001175 0.001091 0.006074  0.079675 -0.098666 -0.331640  22.4653147917 -268.2104931259   -26.09110
CHIT 09SEP07 2009.6838 55081 1548 1   91.8  -1080  0.023421   2485326  0.380954   -26 -0.086335  0.0000 0.001184 0.001038 0.006038  0.037549  0.000720 -0.370486  22.4653147946 -268.2104931675   -26.08633
CHIT 09SEP08 2009.6865 55082 1548 2   91.8  -1080  0.028710   2485326  0.378461   -26 -0.093091  0.0000 0.001106 0.001005 0.005496  0.094700  0.000794 -0.366384  22.4653147721 -268.2104931161   -26.09309
CHIT 09SEP09 2009.6893 55083 1548 3   91.8  -1080  0.024659   2485326  0.381981   -26 -0.083566  0.0000 0.001154 0.001125 0.006174  0.067569 -0.015134 -0.371405  22.4653148039 -268.2104931555   -26.08357
CHIT 09SEP10 2009.6920 55084 1548 4   91.8  -1080  0.029258   2485326  0.385550   -26 -0.099260  0.0000 0.001166 0.001072 0.005947  0.096106 -0.046806 -0.377203  22.4653148361 -268.2104931108   -26.09926
CHIT 09SEP11 2009.6947 55085 1548 5   91.8  -1080  0.026892   2485326  0.382459   -26 -0.103681  0.0000 0.001158 0.001062 0.005901  0.086570 -0.060902 -0.358930  22.4653148082 -268.2104931338   -26.10368
CHIT 09SEP12 2009.6975 55086 1548 6   91.8  -1080  0.026378   2485326  0.383201   -26 -0.106339  0.0000 0.001120 0.001009 0.005357  0.069021 -0.038729 -0.282451  22.4653148149 -268.2104931388   -26.10634
